"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.47812 16098 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47821 16094 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47831 16092 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47841 16089 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47851 16086 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47860 16083 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47870 16080 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47880 16077 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47890 16073 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47899 16071 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47909 16068 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47919 16065 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47928 16062 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47938 16059 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47948 16055 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47958 16052 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47967 16050 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47977 16047 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47987 16044 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.47997 16041 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48006 16038 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48016 16034 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48026 16031 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48035 16029 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48045 16026 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48055 16023 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48065 16020 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48074 16017 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48084 16013 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48094 16010 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48103 16008 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48113 16005 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48123 16002 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48133 15999 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48142 15996 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48152 15992 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48162 15989 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48172 15987 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48181 15984 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48191 15981 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48201 15978 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48210 15975 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48220 15971 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48230 15969 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48240 15966 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48249 15963 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48259 15960 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48269 15957 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48279 15954 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48288 15950 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48298 15948 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48308 15945 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48317 15942 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48327 15939 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48337 15936 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48347 15932 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48356 15929 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48366 15927 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48376 15924 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48386 15921 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48395 15918 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48405 15915 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48415 15911 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48424 15908 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48434 15906 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48444 15903 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48454 15900 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48463 15897 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48473 15894 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48483 15890 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48493 15887 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48502 15885 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48512 15882 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48522 15879 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48531 15876 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48541 15873 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48551 15869 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48561 15866 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48570 15864 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48580 15861 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48590 15858 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48599 15855 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48609 15852 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48619 15848 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48629 15846 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48638 15843 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48648 15840 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48658 15837 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48668 15834 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48677 15831 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48687 15827 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48697 15825 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48706 15822 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48716 15819 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48726 15816 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48736 15813 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48745 15810 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48755 15806 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48765 15804 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48775 15801 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48784 15798 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48794 15795 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48804 15792 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48813 15788 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48823 15785 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48833 15783 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48843 15780 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48852 15777 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48862 15774 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48872 15771 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48882 15767 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48891 15764 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48901 15762 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48911 15759 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48920 15756 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48930 15753 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48940 15750 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48950 15746 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48959 15743 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48969 15741 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48979 15738 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48989 15735 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.48998 15732 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49008 15729 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49018 15725 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49027 15722 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49037 15720 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49047 15717 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49057 15714 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49066 15711 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49076 15708 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49086 15704 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49096 15702 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49105 15699 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49115 15696 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49125 15693 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49134 15690 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49144 15687 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49154 15683 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49164 15681 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49173 15678 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49183 15675 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49193 15672 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49202 15669 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49212 15665 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49222 15662 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49232 15660 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49241 15657 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49251 15654 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49261 15651 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49271 15648 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49280 15644 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49290 15641 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49300 15639 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49309 15636 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49319 15633 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49329 15630 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49339 15627 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49348 15623 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49358 15620 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49368 15618 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49378 15615 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49387 15612 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49397 15609 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49407 15606 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49416 15602 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49426 15599 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49436 15597 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49446 15594 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49455 15591 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49465 15588 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49475 15585 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49485 15581 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49494 15579 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49504 15576 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49514 15573 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49523 15570 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49533 15567 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49543 15564 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49553 15560 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49562 15558 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49572 15555 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49582 15552 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49592 15549 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49601 15546 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49611 15542 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49621 15539 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49630 15537 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49640 15534 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49650 15531 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49660 15528 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49669 15525 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49679 15521 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49689 15518 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49699 15516 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49708 15513 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49718 15510 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49728 15507 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49737 15504 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49747 15500 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49757 15497 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49767 15495 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49776 15492 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49786 15489 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49796 15486 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49805 15483 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49815 15479 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49825 15476 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49835 15474 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49844 15471 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49854 15468 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49864 15465 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49874 15462 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49883 15458 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49893 15456 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49903 15453 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49912 15450 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49922 15447 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49932 15444 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49942 15441 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49951 15437 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49961 15435 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49971 15432 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49981 15429 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.49990 15426 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50000 15423 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50010 15419 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50019 15417 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50029 15414 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50039 15411 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50049 15407 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50058 15405 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50068 15402 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50078 15398 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50088 15396 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50097 15393 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50107 15390 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50117 15387 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50126 15384 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50136 15381 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50146 15377 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50156 15375 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50165 15372 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50175 15368 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50185 15366 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50195 15363 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50204 15360 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50214 15356 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50224 15354 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50233 15351 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50243 15347 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50253 15345 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50263 15342 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50272 15339 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50282 15335 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50292 15333 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50301 15330 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50311 15326 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50321 15324 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50331 15321 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50340 15318 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50350 15315 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50360 15312 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50370 15309 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50379 15305 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50389 15303 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50399 15300 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50408 15296 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50418 15294 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50428 15291 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50438 15288 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50447 15284 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50457 15282 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50467 15279 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50477 15275 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50486 15273 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50496 15270 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50506 15267 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50515 15264 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50525 15261 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50535 15258 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50545 15254 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50554 15252 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50564 15249 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50574 15246 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50584 15243 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50593 15240 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50603 15237 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50613 15233 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50622 15231 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50632 15228 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50642 15224 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50652 15222 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50661 15219 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50671 15216 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50681 15212 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50691 15210 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50700 15207 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50710 15203 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50720 15201 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50729 15198 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50739 15195 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50749 15192 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50759 15189 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50768 15186 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50778 15182 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50788 15180 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50798 15177 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.50807 15173 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
